Animal,Sire,Dam
20774,10773,10926
20775,10775,10372
20776,10775,10372
20777,10777,10832
20778,10777,10832
20779,10779,10102
20780,10779,10102
20781,10781,10842
20782,10781,10842
20783,10783,10622
20784,10783,10622
20785,10785,10274
20786,10785,10274
20787,10787,10640
20788,10787,10640
20789,10789,10530
20790,10789,10530
20791,10791,10326
20792,10791,10326
20793,10793,10002
20794,10793,10002
20795,10795,10502
20796,10795,10502
20797,10797,10148
20798,10797,10148
20799,10799,10374
20800,10799,10374
20801,10801,10142
20802,10801,10142
20803,10803,10892
20804,10803,10892
20805,10805,10798
20806,10805,10798
20807,10807,10136
20808,10807,10136
20809,10809,10292
20810,10809,10292
20811,10811,10660
20812,10811,10660
20813,10813,10810
20814,10813,10810
20815,10815,10196
20816,10815,10196
20817,10817,10594
20818,10817,10594
20819,10819,10456
20820,10819,10456
20821,10821,10946
20822,10821,10946
20823,10823,10380
20824,10823,10380
20825,10825,10960
20826,10825,10960
20827,10827,10864
20828,10827,10864
20829,10829,10210
20830,10829,10210
20831,10831,10086
20832,10831,10086
20833,10833,10800
20834,10833,10800
20835,10835,10804
20836,10835,10804
20837,10837,10356
20838,10837,10356
20839,10839,10336
20840,10839,10336
20841,10841,10500
20842,10841,10500
20843,10843,10098
20844,10843,10098
20845,10845,10064
20846,10845,10064
20847,10847,10070
20848,10847,10070
20849,10849,10008
20850,10849,10008
20851,10851,10722
20852,10851,10722
20853,10853,10976
20854,10853,10976
20855,10855,10776
20856,10855,10776
20857,10857,10678
20858,10857,10678
20859,10859,10066
20860,10859,10066
20861,10861,10632
20862,10861,10632
20863,10863,10526
20864,10863,10526
20865,10865,10924
20866,10865,10924
20867,10867,10564
20868,10867,10564
20869,10869,10088
20870,10869,10088
20871,10871,10948
20872,10871,10948
20873,10873,10448
20874,10873,10448
20875,10875,10972
20876,10875,10972
20877,10877,10126
20878,10877,10126
20879,10879,10780
20880,10879,10780
20881,10881,10904
20882,10881,10904
20883,10883,10546
20884,10883,10546
20885,10885,10460
20886,10885,10460
20887,10887,10954
20888,10887,10954
20889,10889,10510
20890,10889,10510
20891,10891,10894
20892,10891,10894
20893,10893,10302
20894,10893,10302
20895,10895,10082
20896,10895,10082
20897,10897,10534
20898,10897,10534
20899,10899,10036
20900,10899,10036
20901,10901,10760
20902,10901,10760
20903,10903,10220
20904,10903,10220
20905,10905,10848
20906,10905,10848
20907,10907,10296
20908,10907,10296
20909,10909,10276
20910,10909,10276
20911,10911,10666
20912,10911,10666
20913,10913,10370
20914,10913,10370
20915,10915,10270
20916,10915,10270
20917,10917,10982
20918,10917,10982
20919,10919,10628
20920,10919,10628
20921,10921,10828
20922,10921,10828
20923,10923,10266
20924,10923,10266
20925,10925,10770
20926,10925,10770
20927,10927,10342
20928,10927,10342
20929,10929,10248
20930,10929,10248
20931,10931,10436
20932,10931,10436
20933,10933,10820
20934,10933,10820
20935,10935,10026
20936,10935,10026
20937,10937,10168
20938,10937,10168
20939,10939,10782
20940,10939,10782
20941,10941,10016
20942,10941,10016
20943,10943,10384
20944,10943,10384
20945,10945,10450
20946,10945,10450
20947,10947,10018
20948,10947,10018
20949,10949,10796
20950,10949,10796
20951,10951,10386
20952,10951,10386
20953,10953,10154
20954,10953,10154
20955,10955,10514
20956,10955,10514
20957,10957,10364
20958,10957,10364
20959,10959,10998
20960,10959,10998
20961,10961,10114
20962,10961,10114
20963,10963,10480
20964,10963,10480
20965,10965,10298
20966,10965,10298
20967,10967,10764
20968,10967,10764
20969,10969,10366
20970,10969,10366
20971,10971,10850
20972,10971,10850
20973,10973,10446
20974,10973,10446
20975,10975,10968
20976,10975,10968
20977,10977,10400
20978,10977,10400
20979,10979,10686
20980,10979,10686
20981,10981,10348
20982,10981,10348
20983,10983,10030
20984,10983,10030
20985,10985,10334
20986,10985,10334
20987,10987,10040
20988,10987,10040
20989,10989,10680
20990,10989,10680
20991,10991,10614
20992,10991,10614
20993,10993,10762
20994,10993,10762
20995,10995,10346
20996,10995,10346
20997,10997,10486
20998,10997,10486
20999,10999,10562
21000,10999,10562
30001,20419,20200
30002,20419,20200
30003,20419,20040
30004,20419,20040
30005,20419,20214
30006,20419,20214
30007,20419,20534
30008,20419,20534
30009,20419,20836
30010,20419,20836
30011,20419,20642
30012,20419,20642
30013,20419,20838
30014,20419,20838
30015,20419,20042
30016,20419,20042
30017,20419,20028
30018,20419,20028
30019,20419,20696
30020,20419,20696
30021,20525,20784
30022,20525,20784
30023,20525,20728
30024,20525,20728
30025,20525,20792
30026,20525,20792
30027,20525,20720
30028,20525,20720
30029,20525,20840
30030,20525,20840
30031,20525,20994
30032,20525,20994
30033,20525,20432
30034,20525,20432
30035,20525,20236
30036,20525,20236
30037,20525,20526
30038,20525,20526
30039,20525,20916
30040,20525,20916
30041,20349,20084
30042,20349,20084
30043,20349,20304
30044,20349,20304
30045,20349,20656
30046,20349,20656
30047,20349,20812
30048,20349,20812
30049,20349,20502
30050,20349,20502
30051,20349,20778
30052,20349,20778
30053,20349,20340
30054,20349,20340
30055,20349,20360
30056,20349,20360
30057,20349,20116
30058,20349,20116
30059,20349,20030
30060,20349,20030
30061,20111,20108
30062,20111,20108
30063,20111,20568
30064,20111,20568
30065,20111,20798
30066,20111,20798
30067,20111,20310
30068,20111,20310
30069,20111,20922
30070,20111,20922
30071,20111,20006
30072,20111,20006
30073,20111,20068
30074,20111,20068
30075,20111,20026
30076,20111,20026
30077,20111,20508
30078,20111,20508
30079,20111,20128
30080,20111,20128
30081,20813,20338
30082,20813,20338
30083,20813,20576
30084,20813,20576
30085,20813,20706
30086,20813,20706
30087,20813,20912
30088,20813,20912
30089,20813,20794
30090,20813,20794
30091,20813,20566
30092,20813,20566
30093,20813,20928
30094,20813,20928
30095,20813,20140
30096,20813,20140
30097,20813,20510
30098,20813,20510
30099,20813,20352
30100,20813,20352
30101,20619,20426
30102,20619,20426
30103,20619,20132
30104,20619,20132
30105,20619,20186
30106,20619,20186
30107,20619,20464
30108,20619,20464
30109,20619,20416
30110,20619,20416
30111,20619,20014
30112,20619,20014
30113,20619,20178
30114,20619,20178
30115,20619,20328
30116,20619,20328
30117,20619,20400
30118,20619,20400
30119,20619,20368
30120,20619,20368
30121,20679,20202
30122,20679,20202
30123,20679,20600
30124,20679,20600
30125,20679,20312
30126,20679,20312
30127,20679,20476
30128,20679,20476
30129,20679,20824
30130,20679,20824
30131,20679,20936
30132,20679,20936
30133,20679,20790
30134,20679,20790
30135,20679,20914
30136,20679,20914
30137,20679,20880
30138,20679,20880
30139,20679,20546
30140,20679,20546
30141,20071,20434
30142,20071,20434
30143,20071,20848
30144,20071,20848
30145,20071,20472
30146,20071,20472
30147,20071,20276
30148,20071,20276
30149,20071,20782
30150,20071,20782
30151,20071,20982
30152,20071,20982
30153,20071,20306
30154,20071,20306
30155,20071,20684
30156,20071,20684
30157,20071,20240
30158,20071,20240
30159,20071,20500
30160,20071,20500
30161,20807,20968
30162,20807,20968
30163,20807,20760
30164,20807,20760
30165,20807,20670
30166,20807,20670
30167,20807,20992
30168,20807,20992
30169,20807,20250
30170,20807,20250
30171,20807,20106
30172,20807,20106
30173,20807,20058
30174,20807,20058
30175,20807,20854
30176,20807,20854
30177,20807,20522
30178,20807,20522
30179,20807,20404
30180,20807,20404
30181,20593,20226
30182,20593,20226
30183,20593,20188
30184,20593,20188
30185,20593,20538
30186,20593,20538
30187,20593,20536
30188,20593,20536
30189,20593,20978
30190,20593,20978
30191,20593,20114
30192,20593,20114
30193,20593,20264
30194,20593,20264
30195,20593,20686
30196,20593,20686
30197,20593,20402
30198,20593,20402
30199,20593,20260
30200,20593,20260
30201,20409,20630
30202,20409,20630
30203,20409,20586
30204,20409,20586
30205,20409,20080
30206,20409,20080
30207,20409,20096
30208,20409,20096
30209,20409,20590
30210,20409,20590
30211,20409,20008
30212,20409,20008
30213,20409,20138
30214,20409,20138
30215,20409,20406
30216,20409,20406
30217,20409,20638
30218,20409,20638
30219,20409,20086
30220,20409,20086
30221,20571,20302
30222,20571,20302
30223,20571,20648
30224,20571,20648
30225,20571,20182
30226,20571,20182
30227,20571,20270
30228,20571,20270
30229,20571,20512
30230,20571,20512
30231,20571,20758
30232,20571,20758
30233,20571,20906
30234,20571,20906
30235,20571,20234
30236,20571,20234
30237,20571,20212
30238,20571,20212
30239,20571,20450
30240,20571,20450
30241,20209,20050
30242,20209,20050
30243,20209,20034
30244,20209,20034
30245,20209,20710
30246,20209,20710
30247,20209,20896
30248,20209,20896
30249,20209,20166
30250,20209,20166
30251,20209,20842
30252,20209,20842
30253,20209,20362
30254,20209,20362
30255,20209,20444
30256,20209,20444
30257,20209,20544
30258,20209,20544
30259,20209,20322
30260,20209,20322
30261,20257,20944
30262,20257,20944
30263,20257,20072
30264,20257,20072
30265,20257,20938
30266,20257,20938
30267,20257,20324
30268,20257,20324
30269,20257,20170
30270,20257,20170
30271,20257,20780
30272,20257,20780
30273,20257,20332
30274,20257,20332
30275,20257,20598
30276,20257,20598
30277,20257,20392
30278,20257,20392
30279,20257,20232
30280,20257,20232
30281,20277,20704
30282,20277,20704
30283,20277,20742
30284,20277,20742
30285,20277,20462
30286,20277,20462
30287,20277,20010
30288,20277,20010
30289,20277,20290
30290,20277,20290
30291,20277,20714
30292,20277,20714
30293,20277,20126
30294,20277,20126
30295,20277,20366
30296,20277,20366
30297,20277,20046
30298,20277,20046
30299,20277,20354
30300,20277,20354
30301,20875,20806
30302,20875,20806
30303,20875,20592
30304,20875,20592
30305,20875,20634
30306,20875,20634
30307,20875,20820
30308,20875,20820
30309,20875,20520
30310,20875,20520
30311,20875,20722
30312,20875,20722
30313,20875,20222
30314,20875,20222
30315,20875,20614
30316,20875,20614
30317,20875,20134
30318,20875,20134
30319,20875,20698
30320,20875,20698
30321,20117,20650
30322,20117,20650
30323,20117,20004
30324,20117,20004
30325,20117,20452
30326,20117,20452
30327,20117,20606
30328,20117,20606
30329,20117,20832
30330,20117,20832
30331,20117,20176
30332,20117,20176
30333,20117,20754
30334,20117,20754
30335,20117,20532
30336,20117,20532
30337,20117,20494
30338,20117,20494
30339,20117,20060
30340,20117,20060
30341,20925,20866
30342,20925,20866
30343,20925,20198
30344,20925,20198
30345,20925,20020
30346,20925,20020
30347,20925,20886
30348,20925,20886
30349,20925,20972
30350,20925,20972
30351,20925,20930
30352,20925,20930
30353,20925,20380
30354,20925,20380
30355,20925,20910
30356,20925,20910
30357,20925,20834
30358,20925,20834
30359,20925,20788
30360,20925,20788
30361,20603,20192
30362,20603,20192
30363,20603,20158
30364,20603,20158
30365,20603,20422
30366,20603,20422
30367,20603,20196
30368,20603,20196
30369,20603,20082
30370,20603,20082
30371,20603,20424
30372,20603,20424
30373,20603,20100
30374,20603,20100
30375,20603,20156
30376,20603,20156
30377,20603,20408
30378,20603,20408
30379,20603,20624
30380,20603,20624
30381,20795,20076
30382,20795,20076
30383,20795,20468
30384,20795,20468
30385,20795,20394
30386,20795,20394
30387,20795,20822
30388,20795,20822
30389,20795,20204
30390,20795,20204
30391,20795,20518
30392,20795,20518
30393,20795,20016
30394,20795,20016
30395,20795,20850
30396,20795,20850
30397,20795,20990
30398,20795,20990
30399,20795,20584
30400,20795,20584
30401,20695,20162
30402,20695,20162
30403,20695,20272
30404,20695,20272
30405,20695,20632
30406,20695,20632
30407,20695,20964
30408,20695,20964
30409,20695,20926
30410,20695,20926
30411,20695,20554
30412,20695,20554
30413,20695,20628
30414,20695,20628
30415,20695,20230
30416,20695,20230
30417,20695,20474
30418,20695,20474
30419,20695,20248
30420,20695,20248
30421,20529,20954
30422,20529,20954
30423,20529,20458
30424,20529,20458
30425,20529,20876
30426,20529,20876
30427,20529,20626
30428,20529,20626
30429,20529,20860
30430,20529,20860
30431,20529,20218
30432,20529,20218
30433,20529,20102
30434,20529,20102
30435,20529,20386
30436,20529,20386
30437,20529,20376
30438,20529,20376
30439,20529,20610
30440,20529,20610
30441,20937,20318
30442,20937,20318
30443,20937,20064
30444,20937,20064
30445,20937,20364
30446,20937,20364
30447,20937,20036
30448,20937,20036
30449,20937,20690
30450,20937,20690
30451,20937,20984
30452,20937,20984
30453,20937,20858
30454,20937,20858
30455,20937,20418
30456,20937,20418
30457,20937,20804
30458,20937,20804
30459,20937,20668
30460,20937,20668
30461,20355,20092
30462,20355,20092
30463,20355,20654
30464,20355,20654
30465,20355,20948
30466,20355,20948
30467,20355,20244
30468,20355,20244
30469,20355,20738
30470,20355,20738
30471,20355,20300
30472,20355,20300
30473,20355,20748
30474,20355,20748
30475,20355,20372
30476,20355,20372
30477,20355,20466
30478,20355,20466
30479,20355,20274
30480,20355,20274
30481,20467,20950
30482,20467,20950
30483,20467,20374
30484,20467,20374
30485,20467,20018
30486,20467,20018
30487,20467,20622
30488,20467,20622
30489,20467,20732
30490,20467,20732
30491,20467,20448
30492,20467,20448
30493,20467,20892
30494,20467,20892
30495,20467,20266
30496,20467,20266
30497,20467,20608
30498,20467,20608
30499,20467,20960
30500,20467,20960
30501,20271,20680
30502,20271,20680
30503,20271,20480
30504,20271,20480
30505,20271,20724
30506,20271,20724
30507,20271,20118
30508,20271,20118
30509,20271,20056
30510,20271,20056
30511,20271,20298
30512,20271,20298
30513,20271,20286
30514,20271,20286
30515,20271,20734
30516,20271,20734
30517,20271,20868
30518,20271,20868
30519,20271,20708
30520,20271,20708
30521,20357,20390
30522,20357,20390
30523,20357,20658
30524,20357,20658
30525,20357,20344
30526,20357,20344
30527,20357,20588
30528,20357,20588
30529,20357,20974
30530,20357,20974
30531,20357,20062
30532,20357,20062
30533,20357,20078
30534,20357,20078
30535,20357,20612
30536,20357,20612
30537,20357,20130
30538,20357,20130
30539,20357,20730
30540,20357,20730
30541,20597,20524
30542,20597,20524
30543,20597,20488
30544,20597,20488
30545,20597,20484
30546,20597,20484
30547,20597,20454
30548,20597,20454
30549,20597,20604
30550,20597,20604
30551,20597,20206
30552,20597,20206
30553,20597,20766
30554,20597,20766
30555,20597,20094
30556,20597,20094
30557,20597,20674
30558,20597,20674
30559,20597,20952
30560,20597,20952
30561,20991,20052
30562,20991,20052
30563,20991,20482
30564,20991,20482
30565,20991,20142
30566,20991,20142
30567,20991,20988
30568,20991,20988
30569,20991,21000
30570,20991,21000
30571,20991,20796
30572,20991,20796
30573,20991,20122
30574,20991,20122
30575,20991,20908
30576,20991,20908
30577,20991,20478
30578,20991,20478
30579,20991,20920
30580,20991,20920
30581,20583,20148
30582,20583,20148
30583,20583,20194
30584,20583,20194
30585,20583,20746
30586,20583,20746
30587,20583,20878
30588,20583,20878
30589,20583,20786
30590,20583,20786
30591,20583,20572
30592,20583,20572
30593,20583,20088
30594,20583,20088
30595,20583,20802
30596,20583,20802
30597,20583,20998
30598,20583,20998
30599,20583,20716
30600,20583,20716
30601,20671,20562
30602,20671,20562
30603,20671,20350
30604,20671,20350
30605,20671,20278
30606,20671,20278
30607,20671,20652
30608,20671,20652
30609,20671,20894
30610,20671,20894
30611,20671,20506
30612,20671,20506
30613,20671,20316
30614,20671,20316
30615,20671,20862
30616,20671,20862
30617,20671,20224
30618,20671,20224
30619,20671,20516
30620,20671,20516
30621,20135,20694
30622,20135,20694
30623,20135,20002
30624,20135,20002
30625,20135,20934
30626,20135,20934
30627,20135,20556
30628,20135,20556
30629,20135,20210
30630,20135,20210
30631,20135,20284
30632,20135,20284
30633,20135,20382
30634,20135,20382
30635,20135,20540
30636,20135,20540
30637,20135,20678
30638,20135,20678
30639,20135,20174
30640,20135,20174
30641,20247,20888
30642,20247,20888
30643,20247,20184
30644,20247,20184
30645,20247,20616
30646,20247,20616
30647,20247,20398
30648,20247,20398
30649,20247,20190
30650,20247,20190
30651,20247,20442
30652,20247,20442
30653,20247,20560
30654,20247,20560
30655,20247,20662
30656,20247,20662
30657,20247,20314
30658,20247,20314
30659,20247,20744
30660,20247,20744
30661,20699,20330
30662,20699,20330
30663,20699,20772
30664,20699,20772
30665,20699,20436
30666,20699,20436
30667,20699,20958
30668,20699,20958
30669,20699,20146
30670,20699,20146
30671,20699,20818
30672,20699,20818
30673,20699,20044
30674,20699,20044
30675,20699,20154
30676,20699,20154
30677,20699,20664
30678,20699,20664
30679,20699,20012
30680,20699,20012
30681,20345,20602
30682,20345,20602
30683,20345,20814
30684,20345,20814
30685,20345,20136
30686,20345,20136
30687,20345,20216
30688,20345,20216
30689,20345,20890
30690,20345,20890
30691,20345,20070
30692,20345,20070
